id,nom,categorie,sous_categorie,categorie_v1,sous_categorie_v1,ville_region,adresse,telephone,latitude,longitude,source,statut_verification
453,Pharmacie Al-Ouma,Santé,Pharmacie,sante,pharmacie,Balbala,Balbala,,11.549374,43.111411,nearplace_annuaire,a_verifier
454,Pharmacie de Hayableh,Santé,Pharmacie,sante,pharmacie,Balbala,Hayableh,,11.566848,43.103485,nearplace_annuaire,a_verifier
455,Pharmacie Populaire,Santé,Pharmacie,sante,pharmacie,Balbala,Balbala,,11.557606,43.100492,nearplace_annuaire,a_verifier
456,Pharmacie PK12,Santé,Pharmacie,sante,pharmacie,Balbala,PK12,,11.557463,43.080948,nearplace_annuaire,a_verifier
457,Optic 2000,Commerce & Courses,Optique / horlogerie,commerce,optique,Djibouti-ville,Rue d'Ethiopie,,11.593496,43.145965,nearplace_annuaire,a_verifier
458,Cabinet Dr. Georgialis,Santé,Centre médical spécialisé,sante,medecin generaliste,Djibouti-ville,Centre-ville,,11.596327,43.147794,nearplace_annuaire,a_verifier
459,Boulangerie de Hayableh,Alimentation & Restauration,Pâtisserie / boulangerie,restauration,boulangerie,Balbala,Hayableh,,11.566706,43.105137,nearplace_annuaire,a_verifier
460,L'O Delices Patisserie,Alimentation & Restauration,Pâtisserie / boulangerie,restauration,patisserie,Djibouti-ville,Plateau du Serpent,,11.609873,43.14729,nearplace_annuaire,a_verifier
461,Sharaf Hotel et Resto,Hébergement,Hôtel (standard),hebergement,hotel-restaurant,Djibouti-ville,Gabode,,11.567167,43.148771,nearplace_annuaire,a_verifier
462,Hotel Chinois Honglou (Red Building),Hébergement,Hôtel (standard),hebergement,hotel,Djibouti-ville,"Route Nelson Mandela, Ambouli",,11.557838,43.139774,nearplace_annuaire,a_verifier
463,Appart Hotel Moulk Center,Hébergement,Appart-hôtel / résidence,hebergement,appart-hotel,Djibouti-ville,"Route de l'aeroport, BP 3648",,11.568574,43.152364,nearplace_annuaire,a_verifier
464,African Village Hotel,Hébergement,Hôtel (standard),hebergement,hotel,Djibouti-ville,Aviation,,11.557805,43.146397,nearplace_annuaire,a_verifier
465,Sixteen Eleven Kitchen,Alimentation & Restauration,Restaurant africain / local,restauration,restaurant,Djibouti-ville,Route n.4,,11.572077,43.145647,nearplace_annuaire,a_verifier
466,Urban Kitchen,Alimentation & Restauration,Restaurant africain / local,restauration,restaurant,Djibouti-ville,Aviation,,11.560767,43.146174,nearplace_annuaire,a_verifier
467,Point Burger - Ambouli,Alimentation & Restauration,Fast-food & snack,restauration,fast-food,Djibouti-ville,Ambouli,,11.563129,43.13363,nearplace_annuaire,a_verifier
468,Sun Shine Restaurant,Alimentation & Restauration,Restaurant africain / local,restauration,restaurant,Djibouti-ville,Aviation,,11.559882,43.14782,nearplace_annuaire,a_verifier
469,ADVANCE TECHNOLOGY SARL,Services à la personne,Informatique / réparation,services,informatique,Djibouti-ville,Distributeur officiel LG,+253 21 34 18 80,11.5736754,43.1589559,google_places,geolocalise
470,DICO MUEBLES,Commerce & Courses,Électroménager / mobilier,commerce,mobilier,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
471,ENTREPRISE GENERALE D'ELECTRICITE,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,electricite,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
472,TRADE AGENCY,Commerce & Courses,Import-export / négoce,commerce,negoce,Balbala,Lot PK12,+253 77 73 49 12,11.5520721,43.0462122,google_places,geolocalise
473,GROUPE TANI,Commerce & Courses,Import-export / négoce,commerce,groupe diversifie,Djibouti-ville,"Zone industrielle sud, Boulaos",+253 21 25 09 80,11.5772987,43.1577309,google_places,a_verifier
474,DJIB TREX,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
475,PHARMACIE AL RAZI,Santé,Pharmacie,sante,pharmacie,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
476,SARL TAWAKALE,Commerce & Courses,Import-export / négoce,commerce,negoce,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
477,B & GA GENERAL TRADING & LOGISTIC FZCO,Transport & Logistique,Zone franche / industrielle,logistique,zone franche,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
478,AGENCE IMMOBILIERE AVI,Commerce & Courses,Agence immobilière,immobilier,agence immobiliere,Djibouti-ville,,+253 21 35 08 56,11.5950453,43.1461528,google_places,geolocalise
479,DITA TRANSIT,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
480,PRODIMA SARL,Commerce & Courses,Import-export / négoce,commerce,distribution,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
481,ETS IBRAHIM AHMED AL-DOUBAI,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
482,MASSIDA TRANSIT SARL,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
483,SABA AFRICAN BANK,Services financiers & juridiques,Banque / agence bancaire,finance,banque,Djibouti-ville,Rue Mohamed Kamel,+253 21 35 57 77,11.5922891,43.1438868,google_places,geolocalise
484,BATECH,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
485,RED SEA BUNKERING FZCO,Transport & Logistique,Transit / fret / shipping,logistique,soutage maritime,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
486,PHARMACIE DE LA NATION,Santé,Pharmacie,sante,pharmacie,Djibouti-ville,Rue de Bender,,11.591574,43.145869,google_places,a_verifier
487,LABORATOIRE D'ANALYSES MEDICALES MER ROUGE,Santé,Laboratoire d'analyses médicales,sante,laboratoire,Djibouti-ville,Rue de Moscou,+253 21 35 30 12,11.5942941,43.1469799,google_places,geolocalise
488,NURIE EXPRESS TRANSIT SERVICES,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
489,HORN AFRICA TECHNOLOGY SARL,Services à la personne,Informatique / réparation,services,informatique,Djibouti-ville,,+253 21 34 67 72,11.5924131,43.1442541,google_places,a_verifier
490,EAST AFRICAN LOGISTICS,Transport & Logistique,Transit / fret / shipping,logistique,logistique,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
491,ETS DJAMA OMAR SAID,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
492,ETS NAGUIB SA,Commerce & Courses,Import-export / négoce,commerce,distribution,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
493,MADASONS SARL,Commerce & Courses,Import-export / négoce,commerce,negoce,Djibouti-ville,,+253 21 35 05 63,11.595659,43.1467479,google_places,a_verifier
494,ELECTRO-TECH,Commerce & Courses,Électronique / téléphonie,commerce,electronique,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
495,ELITE TECH SARL,Services à la personne,Informatique / réparation,services,informatique,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
496,S.R TRADING,Commerce & Courses,Import-export / négoce,commerce,negoce,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
497,HORIZON DJIBOUTI TERMINALS LTD FZCO,Transport & Logistique,Port / terminal,logistique,terminal petrolier,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
498,NEGOCE INTERNATIONALE,Commerce & Courses,Import-export / négoce,commerce,negoce,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
499,VEDIOR GM SARL,Services à la personne,Informatique / réparation,services,services,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
500,SOCIETE TRANSIT MODERNE,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
501,ENTREPRISE LOUL,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
502,DJIB-FAYADE SARL,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
503,SODICOM SARL,Commerce & Courses,Import-export / négoce,commerce,distribution,Djibouti-ville,"Salines Ouest, Batiment Al Galuxe",+253 21 35 85 12,11.5925822,43.1440085,google_places,geolocalise
504,DAIL PHARMACIE,Santé,Pharmacie,sante,pharmacie,Djibouti-ville,,,11.5902027,43.1513592,google_places,geolocalise
505,MAGASIN DUBAI ELECTRONIC,Commerce & Courses,Électronique / téléphonie,commerce,electronique,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
506,FURREH INTERNATIONAL TRADING,Commerce & Courses,Import-export / négoce,commerce,negoce,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
507,AL CHADILY INTERNATIONAL GROUP,Commerce & Courses,Import-export / négoce,commerce,groupe,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
508,GROUPE KAMAJ,Commerce & Courses,Import-export / négoce,commerce,groupe,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
509,CABINET DENTAIRE DJAOUI-FATHI-PER,Santé,Cabinet dentaire,sante,cabinet dentaire,Djibouti-ville,Rue d'Ethiopie,+253 21 35 67 69,11.5952356,43.1463867,google_places,a_verifier
510,MARITIME TRANSPORT INTERNATIONAL,Transport & Logistique,Transit / fret / shipping,logistique,transport maritime,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
511,GLOBAL GATEWAY SOLUTIONS SARL,Transport & Logistique,Transit / fret / shipping,logistique,logistique,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
512,ETHIO TRADE GENERAL TRADING FZCO,Transport & Logistique,Zone franche / industrielle,commerce,zone franche,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
513,L'INCANDESCENCE SARL,Services à la personne,Informatique / réparation,services,services,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
514,LABORATOIRE D'ANALYSES ABDAN,Santé,Laboratoire d'analyses médicales,sante,laboratoire,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
515,ALUMINIUM 2000 FZCO,"Industrie, Énergie & Grandes entreprises",Production industrielle,industrie,aluminium,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
516,BAGAWAD ENTREPRISE,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
517,LIMOBCO MANAGEMENT SERVICES SARL,Services à la personne,Informatique / réparation,services,gestion,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
518,GREAT HORN INVESTMENT HOLDING SAS (GHIH),"Industrie, Énergie & Grandes entreprises",Holding / groupe,finance,holding d'Etat,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
519,SOCIETE DJIBOUTIENNE D'HOTELLERIE ET TOURISME,Hébergement,Hôtel (standard),tourisme,hotellerie,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
520,HOTEL AUBERGE SABLE BLANC,Hébergement,Hôtel (standard),hebergement,hotel,Djibouti-ville,,+253 21 35 29 85,11.600547,43.1493577,google_places,geolocalise
521,OVIYAM INTERNATIONAL FZCO,Transport & Logistique,Zone franche / industrielle,commerce,zone franche,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
522,INTERMODAL SHIPPING AND LOGISTICS SARL,Transport & Logistique,Transit / fret / shipping,logistique,shipping,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
523,SANITAIREPLUS,Commerce & Courses,Quincaillerie / bricolage,commerce,sanitaire,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
524,TECNO TRANS SERVICE SARL,Transport & Logistique,Transit / fret / shipping,logistique,transport,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
525,ETS AHMED TAHER OMAR,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
526,ETABLISSEMENT WASSEL,Commerce & Courses,Import-export / négoce,commerce,distribution,Djibouti-ville,,+253 21 35 10 75,11.5816489,43.1562502,google_places,a_verifier
527,PHARMACIE DE LA PLACE D'AMBOULI,Santé,Pharmacie,sante,pharmacie,Djibouti-ville,Ambouli,,11.5626264,43.1362913,google_places,geolocalise
528,SOCIETE MARITIME LOUIS SAVON & RIES SA,Transport & Logistique,Transit / fret / shipping,logistique,consignation maritime,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
529,OKAR TRANSIT SERVICE,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
530,DJIBOUTI MARINE SERVICES (DMS) SAS,Transport & Logistique,Transit / fret / shipping,logistique,services maritimes,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
531,DJIBOUTI AIRPORT CARGO FZCO,Transport & Logistique,Compagnie aérienne / fret aérien,logistique,fret aerien,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
532,HOTEL LA SIESTA,Hébergement,Hôtel (standard),hebergement,hotel,Djibouti-ville,Route de la Siesta,+253 77 69 25 11,11.602056,43.1531332,google_places,geolocalise
533,BANMAR FZCO,Transport & Logistique,Zone franche / industrielle,commerce,zone franche,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
534,LE MOULIN SARL,Alimentation & Restauration,Pâtisserie / boulangerie,restauration,boulangerie,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
535,CEGELEM DJIBOUTI SARL,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,electricite,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
536,L'EQUATEUR,Commerce & Courses,Boutique spécialisée,commerce,commerce,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
537,AHMED STEEL COMPANY,"Industrie, Énergie & Grandes entreprises",Production industrielle,industrie,acier,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
538,DIS-PRO SARL,Commerce & Courses,Import-export / négoce,commerce,distribution,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
539,SECURITY MAX,Services à la personne,Sécurité privée,services,securite privee,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
540,CGMR - COMPAGNIE DES GAZ DE LA MER ROUGE,"Industrie, Énergie & Grandes entreprises",Gaz / hydrocarbures,industrie,gaz industriels,Djibouti-ville,,+253 21 35 01 78,11.5739866,43.1602984,google_places,geolocalise
541,ANDRE MARILL (Groupe Marill),Services automobile,Concessionnaire auto,commerce,distribution / auto,Djibouti-ville,57 RN2,+253 21 32 94 00,11.5731212,43.1516851,google_places,geolocalise
542,WAAFI,Services financiers & juridiques,Transfert d'argent / change / mobile money,finance,mobile money,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
543,AL CHADILY COMMERCIAL STORES SARL,Commerce & Courses,Import-export / négoce,commerce,distribution,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
544,NATIONAL OIL DJIBOUTI (NOC) SAS,"Industrie, Énergie & Grandes entreprises",Gaz / hydrocarbures,energie,hydrocarbures,Djibouti-ville,Heron,+253 21 35 20 55,11.6087142,43.1460848,google_places,geolocalise
545,NALCO CONSTRUCTION & LOGISTICS,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
546,IVORY JET SERVICES,Transport & Logistique,Compagnie aérienne / fret aérien,logistique,aviation,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
547,CHINA MERCHANTS HOLDINGS (DJIBOUTI) FZE,Transport & Logistique,Port / terminal,logistique,investissement portuaire,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
548,NAJWAL ALUMINIUM DE DJIBOUTI SARL,"Industrie, Énergie & Grandes entreprises",Production industrielle,industrie,aluminium,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
549,HOMAN ENGINEERING SARL,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,ingenierie,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
550,DJIBOUTI HOLDING COMPANY SA,"Industrie, Énergie & Grandes entreprises",Holding / groupe,finance,holding,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
551,DIBCO,Commerce & Courses,Import-export / négoce,commerce,negoce,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
552,AU CHIC PARISIEN CHEZ ALI,Commerce & Courses,Vêtements & accessoires,commerce,habillement,Djibouti-ville,Rue de Paris,+253 21 35 17 27,11.5940712,43.1468221,google_places,geolocalise
553,ABUSAMI STATIONERY,Commerce & Courses,Librairie / papeterie,commerce,papeterie,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
554,IMPEX SOLUTION FZCO,Commerce & Courses,Import-export / négoce,commerce,import-export,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
555,SABA INTERNATIONAL TRADING COMPANY SARL,Commerce & Courses,Import-export / négoce,commerce,negoce,Djibouti-ville,"Saba Building, Saline Ouest, 2e etage",+253 21 35 66 69,11.5844911,43.1345994,google_places,geolocalise
556,ETABLISSEMENTS WABERI SARL,Commerce & Courses,Import-export / négoce,commerce,distribution,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
557,IKRAM INTERNATIONAL TRANSIT SARL,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
558,LIBRAIRIE LE POINT SARL,Commerce & Courses,Librairie / papeterie,commerce,librairie,Djibouti-ville,Rue de Rome,+253 21 35 67 57,11.5951546,43.1475582,google_places,a_verifier
559,CHALLENGE TRANSIT SERVICES,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
560,ASSOCIATION AL-BIRI CHARITABLE,Associations & ONG,Organisation humanitaire,ONG_association,association caritative,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
561,ASSOCIATION AUTRE REGARD,Associations & ONG,Association locale,ONG_association,association,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
562,MASSIDA SHIPPING SARL,Transport & Logistique,Transit / fret / shipping,logistique,shipping,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
563,PLEIN SOLEIL MER ROUGE SARL,Tourisme & Loisirs,Complexe sportif / salle de sport,tourisme,loisirs,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
564,SORAM INDUSTRIES LIMITED,"Industrie, Énergie & Grandes entreprises",Production industrielle,industrie,industrie,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
565,SOCIETE DJIBOUTIENNE DE VENTE DE KEROSENE (SDVK),"Industrie, Énergie & Grandes entreprises",Gaz / hydrocarbures,energie,kerosene,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
566,BEACON FZE,Transport & Logistique,Zone franche / industrielle,commerce,zone franche,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
567,SOCIETE IMMOBILIERE DE DJIBOUTI,Commerce & Courses,Agence immobilière,immobilier,promotion immobiliere,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
568,CAPITAL RENT A CAR,Services automobile,Location de voitures,services,location de voitures,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
569,ENTREPRISE DAWALEH CONSTRUCTION,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
570,CONSPLANT JV,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
571,ETABLISSEMENTS TANI SARL,Commerce & Courses,Import-export / négoce,commerce,distribution,Djibouti-ville,"Zone industrielle sud, Boulaos",+253 21 25 09 80,11.5772987,43.1577309,google_places,a_verifier
572,M & A CARE SARL,Santé,Centre médical spécialisé,sante,services medicaux,Djibouti-ville,,+253 21 33 50 15,11.595589,43.1480956,google_places,a_verifier
573,EASTERN RIRACHE GROUP,Commerce & Courses,Import-export / négoce,commerce,groupe,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
574,SOVEREIGN GLOBAL DJIBOUTI FZE,Transport & Logistique,Zone franche / industrielle,commerce,zone franche,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
575,GULF TRANSIT AND TRANSPORT SERVICE,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
576,RIFT VALLEY PRINTING PRESS,Services à la personne,Photographie / impression,industrie,imprimerie,Djibouti-ville,,,11.593111,43.1489405,google_places,a_verifier
577,ETABLISSEMENT WASSEL AMOUD,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,Waberi Group Point of Sales,+253 77 80 40 91,11.5907223,43.1455025,google_places,a_verifier
578,DENTER F.Z.C.O,Transport & Logistique,Zone franche / industrielle,commerce,zone franche,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
579,SOCIETE DE TRANSIT ET DE COMMERCE SARL,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
580,GARAGE DJIB AUTO-CLIM,Services automobile,Garage / réparation,services,garage / climatisation,Djibouti-ville,,+253 77 74 50 50,11.5879226,43.1335205,google_places,a_verifier
581,LA LORRAINE SARL,Commerce & Courses,Boutique spécialisée,commerce,commerce,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
582,ROYAL GENERAL TRADING,Commerce & Courses,Import-export / négoce,commerce,negoce,Djibouti-ville,"Rue de Rome, 2e etage",+253 77 17 81 45,11.5948724,43.1474588,google_places,geolocalise
583,ETS ABDOUL BASSET,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
584,SELECT SECURITY AND SERVICES,Services à la personne,Sécurité privée,services,securite privee,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
585,FUJITA CORPORATION DJIBOUTI BRANCH,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
586,TRANSVRAC SARL,Transport & Logistique,Transit / fret / shipping,logistique,transport vrac,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
587,ENTREPRISE STAR GENERAL LOGISTICS,Transport & Logistique,Transit / fret / shipping,logistique,logistique,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
588,AFRICA SOVEREIGN CARBON REGISTRY SAS,Services à la personne,Informatique / réparation,services,registre carbone,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
589,ETABLISSEMENT ABDOU ALI MODAREK,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
590,ZEHABU GENERAL TRADING FZE,Transport & Logistique,Zone franche / industrielle,commerce,zone franche,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
591,EAST AFRICA CONSULTING SARL,Services à la personne,Informatique / réparation,services,conseil,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
592,ENTREPRISE DE CONSTRUCTION OKIEH,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
593,TAMAMOUL MOTORS SARL,Services automobile,Concessionnaire auto,commerce,automobile,Djibouti-ville,Route Aicha Bogoreh,+253 21 35 27 71,11.570895,43.1540726,google_places,geolocalise
594,MOBIL OIL DJIBOUTI SA,"Industrie, Énergie & Grandes entreprises",Gaz / hydrocarbures,energie,hydrocarbures,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
595,SOCIETE DE CONSTRUCTION GENERALE KAARCH,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,construction,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
596,PYRAMID CAR RENTAL SARL,Services automobile,Location de voitures,services,location de voitures,Djibouti-ville,Route de la Siesta,+253 21 35 82 03,11.5793235,43.1574742,google_places,geolocalise
597,OAB ARCHITECTURE AND CONSTRUCTION,"Industrie, Énergie & Grandes entreprises",Construction / BTP,BTP,architecture,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
598,RED SEA TRANSIT & TRANSPORT SERVICE,Transport & Logistique,Transit / fret / shipping,logistique,transit,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
599,RED SEA SHIPPING AGENCY,Transport & Logistique,Transit / fret / shipping,logistique,agence maritime,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
600,MAWE,Commerce & Courses,Boutique spécialisée,commerce,commerce,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
601,ABDOURAHMAN AHMED TAHA,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
602,IBRAHIM ABDI KAHEN,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
603,ALI MAWEL,Commerce & Courses,Boutique spécialisée,commerce,etablissement,Djibouti-ville,,,,,registre_infoclipper,registre_commerce
604,Sahaal Ride,Transport & Logistique,Gare routière / ferroviaire,services,VTC / ride-hailing,Djibouti-ville,,,,,annuaire_web,a_verifier
605,AGS Securite,Services à la personne,Sécurité privée,services,securite privee (depuis 1998),Djibouti-ville,,,,,annuaire_web,a_verifier
606,Presidence de la Republique,Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,Plateau du Serpent,+253 77 56 14 78,11.5964474,43.1431087,google_places,geolocalise
607,Assemblee Nationale,Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,Rue de Bruxelles,,11.5960603,43.1483343,google_places,geolocalise
608,Conseil Constitutionnel,Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,,,,,connaissance_generale,a_verifier
609,Cour Supreme,Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,,,,,connaissance_generale,a_verifier
610,Cour des Comptes et de Discipline Budgetaire,Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,,,,,connaissance_generale,a_verifier
611,Mediateur de la Republique,Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,,,,,connaissance_generale,a_verifier
612,Commission Nationale des Droits de l'Homme (CNDH),Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,,,,,connaissance_generale,a_verifier
613,Secretariat General du Gouvernement,Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,"Primature, Plateau du Serpent",+253 21 32 52 13,11.5982996,43.1470974,google_places,geolocalise
614,Commission Electorale Nationale Independante (CENI),Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,,,,,connaissance_generale,a_verifier
615,Grand Mufti de la Republique,Administration & Services publics,Ministère / institution d'État,administration,institution de l'Etat,Djibouti-ville,,,,,connaissance_generale,a_verifier
616,Ministere de l'Interieur,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
617,Ministere de la Defense,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
618,"Ministere de la Justice et des Affaires Penitentiaires, charge des Droits de l'Homme",Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
619,Ministere de l'Economie et des Finances charge de l'Industrie,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
620,Ministere du Budget,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
621,Ministere de la Sante,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,Rue de la Siesta,,11.5910213,43.1520918,google_places,geolocalise
622,Ministere du Travail charge de la Formalisation et de la Protection Sociale,Administration & Services publics,Ministère / institution d'État,administration,ministere,Djibouti-ville,,,,,connaissance_generale,a_verifier
